,trigram,chi-sq
532,"('she', ""'"", 'll')",151099.8225172255
533,"('the', 'next', 'morning')",150830.35449292415
534,"('there', ""'"", 'll')",150795.65355561854
535,"('information', 'or', 'to')",150488.8132143938
536,"(""'"", 'll', 'say')",150472.20228803772
537,"(""'"", 'll', 'know')",150062.76251397395
538,"('Miss', 'Katherine', 'and')",149913.88189487267
539,"('do', 'not', 'blame')",149888.5320636185
540,"('in', 'German', 'south')",149718.7558616212
541,"('be', 'Miss', 'Katherine')",149407.12907784036
542,"(""'"", 'll', 'look')",149128.7327803078
543,"('that', ""'"", 'll')",148742.25548456475
544,"(""'"", 'll', 'not')",148500.19457405093
545,"('glass', 'of', 'brandy')",148477.12436233083
546,"('it', ""'"", 'll')",148273.00411327844
547,"('mister', 'Hunsden', ""'s"")",147120.82296947858
548,"('do', 'not', 'mean')",146252.68315867695
549,"('the', 'little', 'Pig')",145711.4528528417
550,"('Why', '', 'do')",145139.72869791262
551,"('six', 'year', 'old')",144972.53152648828
552,"('the', 'railway', 'station')",144652.1654397174
553,"('do', 'not', 'like')",144464.05394271592
554,"('Pig', 'let', 'i')",143926.79146783508
555,"('great', 'deal', 'more')",143709.72437153582
556,"('of', 'John', 'mark')",143600.61178381872
557,"('do', 'not', 'you')",142168.61000309626
558,"('for', 'ten', 'minute')",141434.28504700356
559,"('do', 'not', 'mind')",140767.7895188727
560,"('flesh', 'and', 'blood')",140673.7672524444
561,"('the', 'mantel', 'piece')",140524.21891450582
562,"('do', 'not', 'worry')",140187.41932490858
563,"('patient', 'because', 'you')",139959.11680020002
564,"('I', 'do', 'not')",139897.7089972035
565,"('water', ""'s"", 'edge')",139371.66588268834
566,"('less', 'than', 'five')",138698.4879743234
567,"('French', 'and', 'German')",138614.28125257883
568,"('do', 'not', 'exist')",137605.72092684978
569,"('on', 'each', 'side')",137532.77907674536
570,"('do', 'not', 'even')",137333.22490189353
571,"('you', '', 'can')",137048.7875873098
572,"('earn', 'my', 'own')",136238.0761812193
573,"('the', 'Lhari', 'spaceport')",135141.20307305868
574,"('four', 'or', 'five')",133985.37991912212
575,"('do', 'not', 'require')",133953.60688102135
576,"('do', 'not', 'see')",133923.83231272377
577,"('a', 'long', 'time')",133410.19109860167
578,"('be', 'able', 'to')",133228.1228974959
579,"('can', 'not', 'imagine')",133184.8837188788
580,"('under', 'his', 'breath')",132554.12606214292
581,"('shak', 'his', 'head')",132530.54511796808
582,"('do', 'not', 'ask')",132509.2848416415
583,"('she', 'do', 'not')",132448.29161793515
584,"('do', 'not', 'betray')",132314.53457440107
585,"('Raynor', 'three', ""'s"")",132026.60876241393
586,"('Ruth', 'and', 'Nellie')",131787.12687720475
587,"('Maldon', 'say', 'Rachel')",131267.6227608822
588,"('do', 'not', 'let')",131117.26239894202
589,"('the', 'high', 'elm')",130969.85517363438
590,"('do', 'not', 'remember')",129478.90015464612
591,"('do', 'not', 'choose')",129422.82044467163
592,"('do', 'not', 'recognize')",129173.98993884178
593,"('less', 'than', 'half')",128927.95647100279
594,"('good', 'deal', 'about')",128681.64053063508
595,"('do', 'not', 'matter')",128675.9509220189
596,"('do', 'not', 'answer')",128497.43904932405
597,"('the', 'state', 'bathroom')",128325.30344794015
598,"('go', 'to', 'bed')",128323.20512273975
599,"('CHAPTER', 'sixth', 'the')",128208.32545477184
600,"('set', 'his', 'teeth')",128090.2691102782
601,"('the', 'Mentorian', 'cloak')",127981.05638915376
602,"('can', 'not', 'possibly')",127675.52844700371
603,"('do', 'not', 'seem')",127548.49269203495
604,"('he', 'do', 'not')",126706.95273624401
605,"('a', 'public', 'meeting')",126432.10054776636
606,"('pain', 'to', 'avoid')",125930.39355997043
607,"('the', 'black', 'Stone')",125188.17220960018
608,"('shall', 'never', 'forget')",125142.50203685612
609,"('do', 'not', 'get')",125080.40108512726
610,"('do', 'not', 'forget')",125056.70788963708
611,"('do', 'not', 'hear')",125035.85598341476
612,"('bit', 'his', 'lip')",124915.47145722875
613,"('of', 'mister', 'Povey')",124833.56641783858
614,"('do', 'not', 'really')",124586.81323415731
615,"('do', 'not', 'the')",124367.01096331544
616,"('do', 'not', 'need')",124091.27286491569
617,"('cross', 'the', 'threshold')",123984.195893122
618,"('do', 'not', 'stop')",123914.20235127375
619,"('do', 'not', 'die')",123911.77306106228
620,"('do', 'not', 'wish')",123904.79986249984
621,"('a', 'hundred', 'pound')",123804.11648889125
622,"('save', 'my', 'life')",123710.62497236973
623,"('do', 'not', 'feel')",123451.2341073796
624,"('we', '', 'do')",123389.94584453173
625,"('do', 'not', 'pretend')",123332.94903658499
626,"('do', 'not', 'move')",123262.05636282836
627,"('do', 'not', 'suppose')",123137.77500809616
628,"('do', 'not', 'intend')",122972.41702784892
629,"('flight', 'of', 'stair')",122887.62724826828
630,"('do', 'not', 'look')",122832.19569177806
631,"('a', 'certain', 'amount')",122407.39379883745
632,"('of', 'new', 'York')",122066.07468395041
633,"('no', 'reason', 'why')",121979.97563286082
634,"('do', 'not', 'agree')",121972.15058072911
635,"('do', 'not', 'tell')",121567.33096297874
636,"('do', 'not', 'stir')",121516.80974465884
637,"('do', 'not', 'imagine')",121486.14228626734
638,"('do', 'not', 'come')",121361.05335819499
639,"('do', 'not', 'expect')",121333.06175677663
640,"('do', 'not', 'talk')",121266.58168983056
641,"('the', 'same', 'time')",121225.86427072693
642,"('do', 'not', 'mention')",121214.1251244368
643,"('do', 'not', 'speak')",121111.23650749688
644,"('on', 'such', 'occasion')",121026.17648364238
645,"('do', 'not', 'return')",120956.11611613736
646,"('the', 'lobby', 'clock')",120794.82229975123
647,"('do', 'not', 'be')",120572.85598917578
648,"('at', 'seven', 'o')",120362.71693463896
649,"('and', 'do', 'not')",120217.84326380245
650,"('do', 'not', 'happen')",120200.95787974329
651,"('do', 'not', 'stay')",120149.44548826168
652,"('do', 'not', 'keep')",120125.56336636191
653,"('do', 'not', 'allow')",119997.16052424451
654,"('do', 'not', 'love')",119545.72639264763
655,"('do', 'not', 'leave')",119514.47680374912
656,"('the', 'five', 'town')",119326.34777059694
657,"('do', 'not', 'stand')",119143.06454715964
658,"('they', 'do', 'not')",119135.64892201948
659,"('do', 'not', 'I')",119099.26819183827
660,"('do', 'not', 'pay')",119069.61581280631
661,"('we', 'do', 'not')",119037.69429786611
662,"('one', 'or', 'two')",118898.09753665078
663,"('do', 'not', 'quite')",118886.88159170917
664,"('do', 'not', 'sleep')",118817.38150892894
665,"('do', 'not', 'he')",118785.32801560427
666,"(""'I"", 'do', 'not')",118772.82907233546
667,"('do', 'not', 'wonder')",118754.6729278916
668,"('do', 'not', 'often')",118750.55305431873
669,"('do', 'not', 'make')",118641.18256588852
670,"('do', 'not', 'appear')",118636.3015224225
671,"('the', 'town', 'Council')",118581.04381768822
672,"('by', 'no', 'mean')",118574.80942855364
673,"('do', 'not', 'turn')",118536.88773522104
674,"('do', 'not', 'it')",118463.93387751232
675,"('do', 'not', 'rise')",118295.73777427267
676,"('that', 'do', 'not')",118289.35884454379
677,"('do', 'not', 'take')",118288.22029205029
678,"('do', 'not', 'yet')",118265.15367183596
679,"('she', '', 'do')",118253.17478141893
680,"('it', 'do', 'not')",118227.17064784469
681,"('do', 'not', 'much')",118218.87399344354
682,"('do', 'not', 'give')",118213.26814314342
683,"('do', 'not', 'go')",118199.49015595143
684,"('do', 'not', 'fall')",118144.03737889553
685,"('who', 'do', 'not')",118103.19260198656
686,"('people', 'do', 'not')",118090.42309118755
687,"('do', 'not', 'but')",118056.14668706876
688,"('do', 'not', 'try')",118036.69156208597
689,"('do', 'not', 'they')",118024.04626070883
690,"('do', 'not', 'use')",118020.24070081761
691,"('do', 'not', 'say')",118003.18978113637
692,"('do', 'not', 'have')",118002.28822227854
693,"('do', 'not', 'call')",118000.19388026217
694,"('do', 'not', 'do')",117930.20221507765
695,"('you', 'do', 'not')",117924.5750936867
696,"('this', 'do', 'not')",117809.41528584069
697,"('do', 'not', 'at')",117782.10665742675
698,"('do', 'not', 'find')",117763.64976311661
699,"('which', 'do', 'not')",117705.93385722433
700,"('do', 'not', '')",117704.23271605787
701,"('but', 'do', 'not')",117690.64876152729
702,"('do', 'not', 'we')",117671.8020860288
703,"('more', 'than', 'twenty')",117667.25573856293
704,"('mrs', 'Quantock', 'have')",117626.83870260803
705,"('the', 'new', 'comer')",117535.84427713953
706,"('the', 'captive', 'sun')",117482.60925323926
707,"('Miss', 'Grey', 'I')",117104.35187873684
708,"('in', 'new', 'York')",116567.60047286787
709,"('they', '', 'do')",115658.4877627545
710,"('the', 'table', 'Round')",115610.18454226656
711,"('friend', 'of', 'mine')",115021.22233929306
712,"('he', '', 'do')",114297.38396154786
713,"('pick', 'it', 'up')",114073.51999132488
714,"('become', 'aware', 'that')",113761.55771327834
715,"('hear', 'he', 'preach')",112803.17050348302
716,"('lhari', '', 'do')",111813.45803937854
717,"('the', 'highest', 'degree')",111660.9881745313
718,"('sheet', 'of', 'paper')",111508.86974725164
719,"('at', 'six', 'o')",111182.92043810229
720,"('for', 'a', 'moment')",111145.55415004621
721,"('please', '', 'do')",110766.57680692711
722,"('mode', 'of', 'life')",110300.19565731191
723,"('nothing', 'more', 'than')",109684.62543400931
724,"('Katherine', '', 'do')",109553.39117579153
725,"('by', 'dint', 'of')",109470.83515289618
726,"('with', 'some', 'difficulty')",109432.08534047594
727,"('but', 'Raynor', 'three')",108467.85583382339
728,"('can', 'not', 'resist')",107475.39580524381
729,"('mrs', 'Baine', 'with')",107327.40156712683
730,"('Miss', 'Grey', 'you')",106524.35550146774
731,"('it', '', 'do')",106288.66119605489
732,"('young', 'woman', 'who')",106167.09644304574
733,"('really', '', 'do')",106145.8699959544
734,"('better', 'than', 'any')",104908.26695203983
735,"('we', '', 'can')",104708.50526409184
736,"('any', 'one', 'else')",104569.25678202513
737,"('mister', 'Gundry', ""'s"")",104055.17834959146
738,"('Bart', '', 'do')",103753.12533664981
739,"('girl', '', 'do')",103712.2391307047
740,"('who', '', 'do')",103695.80715865789
741,"('now', '', 'do')",103559.90391711955
742,"(""'"", '', 'do')",103436.77278837618
743,"('thing', '', 'do')",103418.81979752
744,"(""'the"", 'other', ""'"")",103377.32822897406
745,"('but', '', 'do')",103307.99038473527
746,"('that', '', 'do')",103265.02940407953
747,"('and', '', 'do')",103205.92841060222
748,"('', '', 'do')",103190.90514062549
749,"('back', 'to', 'Vega')",103173.0784832826
750,"('then', '', 'do')",103153.27686008519
751,"('that', 'mrs', 'Quantock')",102993.13113123308
752,"('sigh', 'of', 'relief')",102962.94339612022
753,"('around', 'my', 'neck')",102773.39370349771
754,"('than', 'five', 'minute')",101790.25153056446
755,"('arm', ""'s"", 'length')",101515.65956727414
756,"('the', 'black', 'stallion')",101267.18710609738
757,"('somehow', 'or', 'other')",101244.30001225862
758,"('over', 'his', 'shoulder')",100481.94542644896
759,"('ascend', 'the', 'stair')",99514.17266792135
760,"('a', 'few', 'week')",99235.86946959503
761,"('the', 'street', 'shrine')",99124.2395285045
762,"('the', 'upper', 'world')",98619.16594595391
763,"('raise', 'his', 'head')",96533.5117725006
764,"('take', 'no', 'notice')",96419.28757493537
765,"('the', 'greatest', 'possible')",96282.28272550175
766,"('can', 'not', 'tell')",96213.71406840089
767,"('not', 'know', 'what')",96136.3726044074
768,"('shook', 'her', 'head')",95290.3249542153
769,"('the', 'Portland', 'place')",94796.97313719407
770,"('mrs', 'Baines', ""'s"")",94671.08604516299
771,"('mrs', 'Baines', 'have')",94669.234944296
772,"('as', 'far', 'as')",94400.32945165416
773,"('to', 'morrow', 'morning')",92862.35461755647
774,"('point', 'of', 'view')",92704.07838042032
775,"('see', 'in', 'Lecture')",92679.98787881552
776,"('be', 'too', 'late')",92446.6021146133
777,"('size', 'and', 'shape')",91738.12051305722
778,"('each', 'other', ""'s"")",91722.97783468792
779,"('dressing', 'table', 'and')",91558.17120676214
780,"('make', 'any', 'difference')",91515.1868475815
781,"('a', 'town', 'Councillor')",91465.1657988931
782,"('couple', 'of', 'hour')",90930.28712386776
783,"('mister', 'Duncalf', ""'s"")",90899.59250263001
784,"('tell', ""'"", 'em')",90829.53757201815
785,"('flight', 'of', 'step')",90659.1579230241
786,"('any', 'more', 'than')",90651.60147992602
787,"('or', 'at', 'least')",90223.93274224705
788,"('a', 'deep', 'breath')",89845.13816706632
789,"('the', 'whole', 'affair')",89843.85407534929
790,"('say', 'mister', 'Carlyle')",89369.76303238163
791,"('her', 'voice', 'tremble')",89303.06044650555
792,"('there', 'be', 'a')",89170.10708965844
793,"('mister', 'Povey', 'have')",89017.67361950665
794,"('ll', 'tell', 'you')",88777.37487618577
795,"('and', 'Miss', 'Terry')",88708.22449862522
796,"('can', 'not', 'bear')",88646.01653106425
797,"('cover', 'with', 'blood')",87795.92176517722
798,"('the', 'Round', 'table')",87440.80700032297
799,"('by', 'no', 'means')",87418.24558383464
800,"('on', 'Lhari', 'ship')",87234.66907000841
801,"('the', 'first', 'time')",87193.72482484205
802,"('at', 'all', 'event')",87144.51414681923
803,"('the', 'mill', 'wheel')",87079.83913222347
804,"('as', 'fast', 'as')",87058.57446628138
805,"('a', 'dozen', 'mile')",86922.80823895877
806,"('year', 'ago', 'he')",86614.41232745601
807,"('any', 'rate', 'I')",86514.05863110138
808,"('two', 'little', 'girl')",86155.5162801516
809,"('a', 'month', 'ago')",85978.7295451488
810,"('my', 'dear', 'fellow')",85592.08083602572
811,"('certain', 'amount', 'of')",85511.31874076175
812,"('Oh', 'never', 'mind')",85024.88475692674
813,"('of', 'mrs', 'Quantock')",84971.53386798405
814,"('Ere', 'long', 'he')",84874.0623533811
815,"('can', 'not', 'understand')",84837.83896313087
816,"('sat', 'down', 'on')",83586.03091722513
817,"('open', 'the', 'door')",83491.68886814396
818,"('a', 'year', 'ago')",83488.28989159368
819,"('do', 'anything', 'else')",83240.39996023399
820,"('I', 'can', 'not')",83207.77054385764
821,"('that', 'may', 'arise')",83159.25941171976
822,"('make', 'no', 'answer')",83019.0615131316
823,"('mrs', 'Baine', 'to')",82836.06436091354
824,"('under', 'her', 'breath')",82741.65644690773
825,"('the', 'top', 'of')",82740.81075101744
826,"('mister', 'Carlyle', 'with')",82621.7919931201
827,"('hour', 'or', 'two')",82584.03941573782
828,"('and', 'fifty', 'pound')",82542.58936430649
829,"('mrs', 'Baine', 'and')",82541.18858548369
830,"('at', 'ten', 'o')",81912.80116934756
831,"('Miss', 'Catherine', ""'"")",81641.27168066036
832,"('I', 'dare', 'say')",81599.7312678902
833,"('his', 'left', 'hand')",81166.27509136286
834,"('year', 'ago', 'I')",81111.62511911243
835,"('more', 'than', 'ten')",81012.84660004188
836,"('and', 'Bart', 'grabb')",81012.11336989215
837,"('son', 'of', 'Jupiter')",80933.80413278284
838,"('about', 'five', 'foot')",80651.3375569628
839,"('mrs', 'Quantock', 'be')",80090.00902894688
840,"('at', 'five', 'o')",79987.84930165124
841,"('to', 'mister', 'Povey')",79869.81289966022
842,"('mister', 'Povey', 'it')",79724.57418214576
843,"('more', 'than', 'two')",79538.00443138675
844,"('Miss', 'Bray', 'be')",79520.17033628076
845,"('raise', 'his', 'hat')",79504.83626192612
846,"('minute', 'or', 'two')",79407.2770215174
847,"('after', 'a', 'pause')",79317.19105965288
848,"('John', 'mark', 'and')",79311.12049291978
849,"('a', 'human', 'being')",79107.6996877675
850,"('CHAPTER', 'x', 'the')",78883.22490355615
851,"('right', 'or', 'wrong')",78615.87287410501
852,"('and', 'mister', 'Povey')",78522.57951179774
853,"('someth', 'more', 'than')",78311.37457115123
854,"('five', 'year', 'old')",78133.59226565989
855,"('Dr', 'silence', 'and')",78064.22388217955
856,"('mister', 'Povey', 'be')",78039.1174076664
857,"('will', 'most', 'likely')",77991.06955921886
858,"('they', '', 'ai')",77578.5333917311
859,"('the', 'bell', 'rang')",77399.91073665858
860,"('and', 'mister', 'Carlyle')",77022.43293020266
861,"('a', 'few', 'month')",76561.7313809548
862,"('mister', 'Carlyle', 'be')",76390.68672668184
863,"('than', 'any', 'other')",76099.47397835524
864,"('mister', 'Crimsworth', ""'s"")",75929.41122742582
865,"('Bart', 'shook', 'his')",75496.69043169873
866,"('the', 'Indian', 'army')",75319.0295430129
867,"('bury', 'her', 'face')",75240.2000013609
868,"('mister', 'Povey', 'and')",74945.18354418229
869,"('south', 'of', 'England')",74781.27458638244
870,"('my', 'eye', 'wander')",74740.01629752498
871,"('there', 'be', 'nothing')",74698.31232485596
872,"('year', 'ago', 'in')",74556.36380594505
873,"('out', 'of', 'sight')",74441.45195323355
874,"('as', 'much', 'as')",74021.39231235083
875,"('you', '', 'ai')",73641.2541870942
876,"('feel', 'as', 'if')",73533.08170181773
877,"('a', 'few', 'moment')",73429.19836858695
878,"('no', 'more', 'than')",73237.49887315732
879,"('descend', 'the', 'stair')",73070.04478572951
880,"('the', 'end', 'of')",72695.84698509787
881,"('the', 'Christmas', 'spirit')",72682.61305869631
882,"('to', 'each', 'other')",72502.47461272801
883,"('brandy', 'and', 'water')",72457.45171086243
884,"('year', 'ago', 'and')",72397.66672140962
885,"('nodd', 'his', 'head')",72243.63029658627
886,"('a', 'couple', 'of')",72133.55312867703
887,"('richest', 'man', 'in')",71985.21620603764
888,"('the', 'rest', 'of')",71858.71635398756
889,"('a', 'general', 'rule')",71699.8502689429
890,"('year', 'ago', 'a')",71218.9410661418
891,"('long', 'time', 'ago')",71081.26737056316
892,"('to', 'mrs', 'Bretton')",71066.38815743182
893,"('the', 'other', 'side')",71035.19744712113
894,"('can', 'not', 'get')",70864.65556103933
895,"('human', 'and', 'nonhuman')",70362.65602956305
896,"('mrs', 'Baines', 'be')",70317.4694155689
897,"('three', 'o', ""'"")",70306.5548050187
898,"('year', 'ago', 'the')",70132.45807354685
899,"('know', 'anything', 'about')",69807.19940415141
900,"('know', 'perfectly', 'well')",69027.05393453005
901,"('John', 'mark', 'be')",68852.59042108711
902,"('at', 'the', 'same')",68766.64513546108
903,"('I', 'sat', 'down')",68671.17440050142
904,"('enjoy', 'the', 'trip')",68163.38835380432
905,"('can', 'not', 'see')",68047.55418558129
906,"('good', 'deal', 'of')",67979.9821755443
907,"('ll', 'huff', 'and')",67753.57279295113
908,"('more', 'than', 'one')",67617.7384581495
909,"('can', 'not', 'sleep')",67575.76664089893
910,"('for', 'some', 'time')",67289.96106941818
911,"('a', 'dressing', 'table')",67187.721443722
912,"('the', 'middle', 'of')",66887.59671901578
913,"('a', 'sort', 'of')",66806.72677288741
914,"('the', 'edge', 'of')",66625.35925566652
915,"('among', 'other', 'thing')",66427.7041891235
