,en,ru,fr,votes
917,select,выбор,choix,1
918,select,отбор,choix,2
919,select,отбор,sélection,1
920,select,избирать,choisir,1
921,select,указать,désigner,1
922,select,отборный,no_equality,1
923,select,отобрать,sélectionner,1
924,highlight,выделить,sélectionner,1
925,more,большой,davantage,1
926,more,более,davantage,1
927,more,скорее,davantage,1
928,more,чаща,davantage,1
929,hour,час,heure,1
930,hour,время,heure,1
931,hour,часы,heure,1
932,hour,часок,heure,1
933,time,час,heure,1
934,time,время,heure,1
935,time,время,moment,1
936,time,время,époque,1
937,time,пора,heure,1
938,time,момент,heure,1
939,time,момент,moment,1
940,time,раз,moment,1
941,time,период,moment,1
942,time,период,époque,1
943,time,срок,moment,1
944,time,долго,moment,1
945,clad,no_equality,habillé,1
946,current,течение,courant,1
947,current,ток,courant,1
948,current,поток,courant,1
949,current,текущий,courant,1
950,common,no_equality,courant,1
951,Belgium,бельгия,Belgique,2
952,Belgium,Бельгия,belgique,1
953,Belgium,бельгийский,Belgique,1
954,violate,нарушать,enfreindre,1
955,violate,нарушать,violer,1
956,violate,нарушить,enfreindre,1
957,violate,нарушить,violer,1
958,violate,нарушение,violer,1
959,breach,нарушать,enfreindre,1
960,breach,нарушить,enfreindre,1
961,design,no_equality,dessin,1
962,draw,no_equality,dessin,1
963,draw,извлечь,tirer,1
964,draw,извлекать,tirer,1
965,draw,тянуть,tirer,1
966,draw,получать,tirer,1
967,ravioli,no_equality,ravioli,1
968,ravioli,равиоли,ravioli,2
969,ravioli,пельменный,no_equality,1
970,ravioli,пельмень,ravioli,1
971,course,no_equality,sûr,1
972,safe,безопасный,sûr,1
973,safe,надёжный,sûr,1
974,safe,безопасно,sûr,1
975,sure,уверенный,sûr,1
976,sure,точно,sûr,1
977,sure,наверняка,sûr,1
978,sure,знать,sûr,1
979,naturally,no_equality,sûr,1
980,near,почти,près,1
981,near,близко,près,1
982,near,вблизи,près,1
983,near,близ,près,1
984,near,около,près,1
985,near,возле,près,1
986,close,близко,près,1
987,close,вблизи,près,1
988,nearly,почти,près,1
989,nearly,примерно,près,1
990,nearly,близко,près,1
991,nearly,приблизительно,près,1
992,about,почти,près,1
993,about,почти,environ,1
994,about,примерно,près,1
995,about,примерно,environ,1
996,about,приблизительно,près,1
997,about,приблизительно,environ,1
998,about,при,près,1
999,about,порядок,environ,1
1000,about,около,environ,1
1001,around,примерно,près,1
1002,around,вблизи,près,1
1003,around,приблизительно,près,1
1004,closely,близко,près,1
1005,nearby,вблизи,près,1
1006,close to,вблизи,près,1
1007,take,принять,prendre,1
1008,take,взять,prendre,1
1009,take,взять,avoir,1
1010,take,принимать,prendre,1
1011,take,забрать,prendre,1
1012,take,предпринять,prendre,1
1013,take,занять,prendre,1
1014,take,брать,prendre,1
1015,take,предпринимать,prendre,1
1016,take,пойти,prendre,1
1017,take,занимать,prendre,1
1018,take,нести,prendre,1
1019,take,украсть,prendre,1
1020,take,иметь,avoir,1
1021,taking,no_equality,prendre,1
1022,enough,достаточно,assez,3
1023,enough,достаточно,suffisamment,2
1024,enough,достаточно,trop,1
1025,enough,довольно,assez,2
1026,enough,довольно,suffisamment,1
1027,enough,хватить,assez,2
1028,enough,хватить,suffisamment,1
1029,enough,настолько,assez,2
1030,enough,настолько,suffisamment,1
1031,enough,слишком,assez,2
1032,enough,так,assez,2
1033,enough,достаточный,assez,2
1034,enough,столько,assez,2
1035,enough,вполне,assez,2
1036,enough,уже,assez,2
1037,enough,предостаточно,assez,3
1038,enough,достаточный количество,suffisamment,1
1039,enough,достаточное количество,no_equality,1
1040,enough,маловато,no_equality,1
1041,enough,достаточно многие,no_equality,1
1042,quite,довольно,assez,3
1043,quite,довольно,très,2
1044,quite,довольно,bien,1
1045,quite,довольно,plutôt,1
1046,quite,довольно,vraiment,1
1047,quite,довольно,beaucoup,1
1048,quite,довольно,relativement,1
1049,quite,довольно,peu,1
1050,quite,очень,assez,2
1051,quite,очень,très,1
1052,quite,очень,vraiment,1
1053,quite,весьма,assez,2
1054,quite,весьма,très,1
1055,quite,слишком,assez,2
1056,quite,слишком,très,1
1057,quite,вполне,assez,2
1058,quite,вполне,très,1
1059,quite,крайне,très,1
1060,quite,сильно,très,1
1061,quite,сильно,vraiment,1
1062,quite,совсем,très,1
1063,quite,совсем,vraiment,1
1064,quite,совершенно,très,1
1065,quite,немало,beaucoup,1
1066,quite,неплохой,no_equality,1
1067,quite,самое,très,1
1068,pretty,достаточно,assez,1
1069,pretty,довольно,assez,1
1070,pretty,очень,assez,1
1071,pretty,весьма,assez,1
1072,pretty,слишком,assez,1
1073,pretty,вполне,assez,1
1074,fairly,достаточно,assez,1
1075,fairly,довольно,assez,1
1076,fairly,весьма,assez,1
1077,fairly,относительно,assez,1
1078,fairly,вполне,assez,1
1079,very,достаточно,assez,1
1080,very,довольно,assez,1
1081,very,довольно,très,1
1082,very,очень,assez,1
1083,very,очень,extrêmement,1
1084,very,очень,très,1
1085,very,очень,vraiment,1
1086,very,весьма,assez,1
1087,very,весьма,extrêmement,1
1088,very,весьма,très,1
1089,very,слишком,assez,1
1090,very,слишком,très,1
1091,very,чрезвычайно,extrêmement,1
1092,very,чрезвычайно,très,1
1093,very,крайне,extrêmement,1
1094,very,крайне,très,1
1095,very,сильно,très,1
1096,very,сильно,vraiment,1
1097,very,совсем,très,1
1098,very,совсем,vraiment,1
1099,very,совершенно,très,1
1100,gel,гель,gel,1
1101,freeze,замораживание,gel,3
1102,freeze,блокирование,gel,2
1103,freeze,мораторий,gel,2
1104,freeze,заморозить,geler,2
1105,freeze,замораживать,geler,3
1106,freeze,блокировать,geler,2
1107,freeze,замерзать,geler,2
1108,freeze,застывать,no_equality,1
1109,freeze,примерзать,no_equality,1
1110,freeze,зависать,no_equality,1
1111,freeze,отморозить,no_equality,1
1112,freeze,заледенеть,no_equality,1
1113,freeze,вмерзнуть,geler,1
1114,freeze,зависание,no_equality,1
1115,freeze,мороз,froid,1
1116,freeze,мороз,gelée,1
1117,freeze,замёрзнуть,geler,1
1118,freeze,заблокировать,geler,1
1119,freeze,,geler,1
1120,freeze,заморозка,gel,1
1121,frost,no_equality,gel,1
1122,achievement,достижение,réalisation,1
1123,achievement,осуществление,réalisation,1
1124,achievement,реализация,réalisation,1
1125,achievement,выполнение,réalisation,1
1126,achievement,обеспечение,réalisation,1
1127,realization,достижение,réalisation,1
1128,realization,осуществление,réalisation,1
1129,realization,реализация,réalisation,1
1130,realization,выполнение,réalisation,1
1131,realization,проведение,réalisation,1
1132,implementation,достижение,réalisation,1
1133,implementation,осуществление,réalisation,1
1134,implementation,реализация,réalisation,1
1135,implementation,выполнение,réalisation,1
1136,implementation,проведение,réalisation,1
1137,implementation,соблюдение,réalisation,1
1138,conduct,осуществление,réalisation,1
1139,conduct,осуществление,conduite,1
1140,conduct,проведение,réalisation,1
1141,conduct,проведение,conduite,1
1142,conduct,поведение,conduite,1
1143,conduct,ведение,conduite,1
1144,conduct,руководство,conduite,1
1145,conduct,действие,conduite,1
1146,fulfillment,выполнение,réalisation,1
1147,alarm,сигнализация,alarme,3
1148,alarm,тревога,alarme,3
1149,alarm,сигнал тревога,alarme,2
1150,alarm,напоминание,alarme,2
1151,alarm,будильник,alarme,3
1152,alarm,будильник,réveil,1
1153,alarm,no_equality,alarmer,1
1154,alarm,сигнал тревоги,alarme,1
1155,alarm,предупредительный сигнал,no_equality,1
1156,alarm,сигнализатор,no_equality,1
1157,alarm,набат,no_equality,1
1158,alarm,встревожить,alarmer,2
1159,alarm,встревожить,inquiéter,1
1160,alarm,настораживать,no_equality,1
1161,alarm,аварийный,no_equality,1
1162,alarm,сигнализационный,no_equality,1
1163,alarm,сирена,alarme,1
1164,alarm,пугать,alarmer,1
1165,alarm,тревожить,alarmer,1
1166,even,даже,voire,3
1167,even,даже,même,3
1168,even,даже,encore,1
1169,even,даже,bien,1
1170,even,даже,y compris,1
1171,even,даже,voire même,1
1172,even,вообще,voire,2
1173,even,вообще,même,2
1174,even,хотя,bien,1
1175,even,гораздо,bien,1
1176,even,ровный,égal,1
1177,even,четный,pair,1
1178,even,эвенский,no_equality,1
1179,even,вечер,no_equality,1
1180,even,эвен,no_equality,1
1181,even,выравнивать,no_equality,1
1182,even,и,no_equality,1
