,word,local_word,pos
1008,surutilisation,overuse,noun
1009,doigt,finger,noun
1010,Héraclite,Heraclitus,noun
1011,travailler,work,verb
1012,travailler,working,noun
1013,sacrifier,sacrifice,noun
1014,Lombard,Lombard,noun
1015,Pierson,Pierson,noun
1016,manquant,missing,noun
1017,manquant,lacking,participle
1018,employeur,employer,noun
1019,tribal,tribal,noun
1020,douter,doubt,verb
1021,pondération,weight,noun
1022,Reef,reef,noun
1023,siècle,century,noun
1024,Apocalypse,revelation,noun
1025,Carver,carver,noun
1026,dramatique,dramatic,adjective
1027,pluvieux,rainy,adjective
1028,pluvieux,wet,noun
1029,disproportion,disproportion,noun
1030,cortisone,cortisone,noun
1031,désenchantement,disenchantment,noun
1032,aubergine,eggplant,noun
1033,aubergine,aubergine,adjective
1034,Poirier,Poirier,noun
1035,Poirier,pear,noun
1036,Poirier,pear tree,noun
1037,visible,visible,adjective
1038,mécénat,patronage,noun
1039,clairvoyance,foresight,noun
1040,clairvoyance,clairvoyance,noun
1041,pharmacorésistance,drug resistance,noun
1042,groupement,grouping,noun
1043,Carme,Carmelite,noun
1044,pack,pack,noun
1045,pack,package,noun
1046,Ben,Ben,noun
1047,matérialité,materiality,noun
1048,balle,ball,noun
1049,balle,bullet,noun
1050,Daniele,Daniele,noun
1051,inadéquation,mismatch,noun
1052,inadéquation,inadequacy,noun
1053,DTS,SDR,noun
1054,DTS,SDRs,noun
1055,suggestif,suggestive,adjective
1056,Payton,Payton,noun
1057,promesse,promise,noun
1058,guet,watchtower,noun
1059,myrte,myrtle,noun
1060,bandeau,headband,noun
1061,devancer,outpace,verb
1062,devancer,outperform,verb
1063,devancer,outstrip,verb
1064,congrégation,congregation,noun
1065,manier,handle,verb
1066,manier,wield,verb
1067,Mastiff,mastiff,noun
1068,essoufflement,shortness,noun
1069,Shiller,Shiller,noun
1070,Zhang,Zhang,noun
1071,donné,given,preposition
1072,château,castle,noun
1073,torpille,torpedo,noun
1074,produit,product,noun
1075,contrefait,counterfeit,noun
1076,plongeur,diver,noun
1077,plongeur,divers,noun
1078,plongeur,scuba diver,noun
1079,assoupissement,slumber,noun
1080,épicerie,grocery,noun
1081,épicerie,grocery store,noun
1082,épicerie,grocery stores,noun
1083,auparavant,previously,adverb
1084,auparavant,before,adverb
1085,inexpérimenté,inexperienced,adjective
1086,descendance,descendants,noun
1087,descendance,offspring,noun
1088,Drexel,Drexel,noun
1089,DeWitt,DeWitt,noun
1090,placenta,placenta,noun
1091,courtepointe,quilt,noun
1092,exclusif,exclusive,adjective
1093,exclusif,sole,noun
1094,digestible,indigestible,adjective
1095,religion,religion,noun
1096,invariablement,invariably,adverb
1097,menstrues,menstruation,noun
1098,repas,meal,noun
1099,différentiateur,differentiator,noun
1100,distribution,distribution,noun
1101,prédication,preaching,noun
1102,prédication,preach,verb
1103,expresso,espresso,noun
1104,expresso,espresso machine,noun
1105,pénaliser,penalize,verb
1106,limiteur,limiter,noun
1107,découpage,cutting,noun
1108,découpage,cut,verb
1109,indemnisation,compensation,noun
1110,felouque,felucca,noun
1111,bannissement,banishment,noun
1112,bannissement,banishing,participle
1113,surveillé,guarded parking,noun
1114,barreur,helmsman,noun
1115,saxophone,sax,noun
1116,souscription,subscription,noun
1117,nectar,nectar,noun
1118,évidence,highlight,verb
1119,évidence,highlighting,noun
1120,férocité,ferocity,noun
1121,indigent,needy,adjective
1122,indigent,indigent,noun
1123,indigent,destitute,adjective
1124,Rowan,Rowan,noun
1125,Sheridan,Sheridan,noun
1126,raccrocher,hang,verb
1127,raccrocher,hang up,verb
1128,raccrocher,hanging,noun
1129,bureaucratie,bureaucracy,noun
1130,bureaucratie,bureaucratic,adjective
1131,miel,honey,noun
1132,miel,honeymoon,noun
1133,Vest,vest,verb
1134,subarctique,subarctic,noun
1135,quota,quota,noun
1136,arrêt,stop,noun
1137,arrêt,judgment,noun
1138,estime,esteem,noun
1139,nicaraguayen,Nicaraguan,noun
1140,carbonate,carbonate,adjective
1141,massothérapeute,therapist,noun
1142,massothérapeute,massage therapist,noun
1143,bourgeoise,bourgeois,noun
1144,bourgeoise,bourgeoise,noun
1145,englober,encompass,verb
1146,englober,comprise,verb
1147,bohémien,Gypsy,noun
1148,bohémien,Bohemian,noun
1149,acquis,acquired,participle
1150,total,total,noun
1151,total,sum,noun
1152,musical,musical,noun
1153,porcelaine,porcelain,noun
1154,porcelaine,China,noun
1155,Loft,loft,noun
1156,département,department,noun
1157,subdiviser,subdivide,noun
1158,subdiviser,divide,verb
1159,anémie,anemia,noun
1160,astucieusement,artfully,adverb
1161,astucieusement,cleverly,adverb
1162,latitude,latitude,noun
1163,exiger,require,verb
1164,toxicologue,toxicologist,noun
1165,minimal,minimum,noun
1166,minimal,minimal,adjective
1167,corréler,correlate,noun
1168,Livermore,Livermore,noun
1169,Colisée,Coliseum,noun
1170,discussion,discussion,noun
1171,athéisme,atheism,noun
1172,paroissien,parishioner,noun
1173,accusé,accused,noun
1174,accusé,acknowledgment,noun
1175,hystérésis,hysteresis,noun
1176,cygne,swan,noun
1177,surplomb,overhang,noun
1178,subsistance,livelihood,noun
1179,Sprint,sprint,noun
1180,cachette,hiding,noun
1181,cachette,stash,noun
1182,Janis,Janis,noun
1183,fane,Fane,noun
1184,coupler,couple,verb
1185,improviser,improvised,adjective
1186,improviser,improvise,verb
1187,suralimentation,overeating,participle
1188,suralimentation,supercharger,noun
1189,insatisfaction,dissatisfaction,noun
1190,armateur,shipowner,noun
1191,armateur,vessel owner,noun
1192,sismique,seismic,adjective
1193,nettement,significantly,adverb
1194,nettement,considerably,adverb
1195,recombinant,recombinant,noun
1196,moral,moral,noun
1197,moral,morale,noun
1198,cultivé,cultivated,adjective
1199,cultivé,grown,participle
1200,cultivé,cultured,adjective
1201,verrou,lock,noun
1202,verrou,bolt,noun
1203,Emmanuel,Emmanuel,noun
1204,immersif,immersive,noun
1205,aléatoire,random,noun
1206,aléatoire,randomly,adverb
1207,silésienne,Silesian,noun
1208,Burt,Burt,noun
1209,hégémonie,hegemony,noun
1210,mousson,monsoon,noun
1211,mousson,monsoon season,noun
1212,arrimage,stowage,noun
1213,arrimage,lashing,noun
1214,acné,acne,noun
1215,impersonnel,impersonal,adjective
1216,réapparition,recurrence,noun
1217,réapparition,reappearance,noun
1218,impatient,impatient,noun
1219,impatient,eager,adjective
1220,Maximilien,Maximilian,noun
1221,Maximilien,Maximilien,noun
1222,stimulant,stimulating,adjective
1223,stimulant,stimulant,noun
1224,dispensaire,clinic,noun
1225,dispensaire,health clinic,noun
1226,genièvre,juniper,noun
1227,aérobie,aerobics,noun
1228,Liban,Lebanon,noun
1229,âcre,pungent,adjective
1230,liquider,liquidate,verb
1231,déficient,deficient,adjective
1232,Jaime,Jaime,noun
1233,hébraïque,Hebrew,noun
1234,Tesla,Tesla,noun
1235,Cavanaugh,Cavanaugh,noun
1236,picotement,tingle,noun
1237,picotement,stinging,adjective
1238,picotement,tingling sensation,noun
1239,décider,decide,verb
1240,décider,decided,adjective
1241,décider,determine,noun
1242,notre,our,determiner
1243,reprise,recovery,noun
1244,reprise,resumption,noun
1245,cassette,cassette,noun
1246,cassette,cassette tape,noun
1247,fluctuation,fluctuation,noun
1248,réapprovisionner,replenish,verb
1249,réapprovisionner,restock,verb
1250,cadrage,framing,noun
1251,trompette,trumpet,verb
1252,présentement,presently,adverb
1253,présentement,currently be,verb
1254,écorce,bark,noun
1255,laminer,laminate,verb
1256,Snell,Snell,noun
1257,meunier,sucker,noun
1258,amarre,mooring line,noun
1259,injonction,injunction,noun
1260,injonction,injunctive,noun
1261,Dada,Dada,noun
1262,velu,hairy,adjective
1263,raquette,racket,noun
1264,zèle,zeal,noun
1265,Astrid,Astrid,noun
1266,étain,tin,noun
1267,elfique,Elvish,noun
1268,insérer,insert,verb
1269,Gold,gold,noun
1270,imprimante,printer,noun
1271,viabilité,viability,noun
1272,miauler,meow,noun
1273,miauler,mew,verb
1274,miauler,meowing,noun
1275,recommencer,start again,verb
1276,recommencer,start over,verb
1277,recommencer,begin again,verb
1278,jalousement,jealously,adverb
1279,capitalisation,capitalization,noun
1280,modération,moderation,noun
1281,Sling,sling,noun
1282,ébullition,boil,noun
1283,Cardiff,Cardiff,noun
1284,faculté,faculty,noun
1285,autoclave,autoclave,noun
1286,autoclave,digester,noun
1287,Nebucadnetsar,Nebuchadnezzar,noun
1288,Nebucadnetsar,Nebuchadrezzar,noun
1289,Nébucadnetsar,Nebuchadnezzar,noun
1290,cavalière,cavalier,noun
1291,détention,detention,noun
1292,à,to,preposition
1293,à,in,preposition
1294,à,at,preposition
1295,pincement,pinch,noun
1296,allergologie,allergology,noun
1297,Pinson,finch,noun
1298,arracher,tear,verb
1299,arracher,snatch,verb
1300,hachoir,chopper,noun
1301,hachoir,grinder,noun
1302,régulièrement,regularly,adverb
1303,Norfolk,Norfolk,noun
1304,paramilitaire,paramilitary,noun
1305,dévoreur,devourer,noun
1306,peinard,cushy,adjective
1307,Kong,Kong,noun
1308,Kong,Hongkong,noun
1309,nationalité,nationality,noun
1310,Orpheus,Orpheus,noun
1311,feuilleter,browse,verb
1312,Bethléem,Bethlehem,noun
1313,recteur,rector,noun
1314,interprète,interpreter,noun
1315,interprète,performer,noun
1316,mauve,purple,noun
1317,mauve,purplish,adjective
1318,mauve,mallow,noun
1319,luxation,dislocation,noun
1320,lot,lot,noun
1321,lot,batch,noun
1322,impatience,impatience,noun
1323,affabilité,affability,noun
1324,Sinaï,Sinai,noun
1325,écologiquement,environmentally,adverb
1326,flirt,flirt,noun
1327,flirt,flirtation,noun
1328,inhabituellement,unusually,adverb
1329,zèbre,zebra,noun
1330,conçu,designed,noun
1331,trieuse,sorter,noun
1332,extrémisme,extremism,noun
1333,code,code,noun
1334,circonstance,circumstance,noun
1335,chant,singing,noun
1336,chant,song,noun
1337,philosophiquement,philosophically,adverb
1338,Dostoïevski,Dostoevsky,noun
1339,Dostoïevski,Dostoyevsky,noun
1340,inégalement,unevenly,adverb
1341,singulièrement,singularly,noun
1342,plantation,plantation,noun
1343,Purple,purple,noun
1344,prestige,prestige,noun
1345,zone,area,noun
1346,zone,zone,noun
1347,générateur,generator,noun
1348,bleuâtre,bluish,adjective
1349,pulmonaire,pulmonary,adjective
1350,dock,dock,noun
1351,violence,violence,noun
1352,chimiste,chemist,noun
1353,Amelia,Amelia,noun
1354,rendre,make,verb
1355,mansarde,attic,noun
1356,mansarde,mansard,noun
1357,mansardé,attic,noun
1358,baliser,tagged,adjective
1359,Barrett,Barrett,noun
1360,marchander,haggle,verb
1361,cassis,Cassis,noun
1362,cassis,blackcurrant,noun
1363,cassis,black currant,noun
1364,illicite,illicit,adjective
1365,illicite,illegal,noun
1366,illicite,unlawful,adjective
1367,mollet,calf,noun
1368,Shaw,Shaw,noun
1369,Sultan,Sultan,noun
1370,moscovite,Moscow,noun
1371,moscovite,Muscovite,noun
1372,azerbaïdjanais,Azerbaijani,noun
1373,Beard,beard,noun
1374,taire,silence,verb
1375,taire,silent,adjective
1376,Critérium,criterium,noun
1377,régler,set,verb
1378,régler,adjust,verb
1379,régler,settle,verb
1380,Augsburg,Augsburg,noun
1381,Dickens,Dickens,noun
1382,acceptabilité,acceptability,noun
1383,avidité,greed,noun
1384,enneigement,snow,noun
1385,épargne,saving,noun
1386,hexadécimal,hexadecimal,adjective
1387,hexadécimal,hex,noun
1388,maréchal,marshal,noun
1389,maréchal,Marshall,noun
1390,trouble,disorder,noun
1391,troublé,uneasy,adjective
1392,aromatique,aromatic,adjective
1393,Kenneth,Kenneth,noun
1394,servage,serfdom,noun
1395,Capitole,Capitol,noun
1396,Capitole,Capitoline,noun
1397,Capitole,Capitol building,noun
1398,moderniste,modernist,noun
1399,moderniste,modernistic,adjective
1400,Charon,Charon,noun
1401,évasion,escape,noun
1402,évasion,evasion,noun
1403,évasion,evade,verb
1404,remblai,embankment,noun
1405,Soto,Soto,noun
1406,dépression,depression,noun
1407,radis,radish,noun
1408,nucléotide,nucleotide,noun
1409,ruiner,ruin,verb
1410,ruiner,break,verb
1411,ruiner,destroy,verb
1412,ruiner,wreck,noun
1413,excursion,excursion,noun
1414,ardu,arduous,adjective
1415,ardu,hard,adjective
1416,ardu,tough,noun
1417,Euler,Euler,noun
1418,tentateur,tempter,noun
1419,canoniquement,canonically,noun
1420,extenseur,expander,noun
1421,appréhender,apprehend,verb
1422,appréhender,understand,verb
1423,mycélium,mycelium,noun
1424,prélasser,bask,verb
1425,prélasser,luxuriate,noun
1426,spermatozoïde,sperm,noun
1427,frénétiquement,frantically,adverb
1428,prépaiement,advance payment,noun
1429,harpon,harpoon,noun
1430,cancan,cancan,noun
1431,confession,confession,noun
1432,confession,denomination,noun
1433,confession,faith,noun
1434,Nikolay,Nikolay,noun
1435,écrème,creams,noun
1436,camarade,comrade,noun
1437,camarade,classmate,noun
1438,camarade,friend,noun
1439,mauviette,wimp,noun
1440,manifestement,clearly,adverb
1441,manifestement,demonstrably,noun
1442,bouchon,plug,noun
1443,bouchon,stopper,noun
1444,simple,simple,noun
1445,simple,single,adjective
1446,simple,straightforward,adjective
1447,méandre,meander,noun
1448,Medicare,Medicare,noun
1449,Tchétchénie,Chechnya,noun
1450,Tehran,Tehran,noun
1451,fonctionnalité,feature,noun
1452,Terrier,terrier,noun
1453,coco,coconut,noun
1454,coco,Coco,noun
1455,prudemment,cautiously,adverb
1456,Shake,milkshake,noun
1457,Organigramme,flowchart,noun
1458,Organigramme,organization chart,noun
1459,Organigramme,organizational chart,noun
1460,Organigramme,flow chart,noun
1461,athée,atheist,noun
1462,athée,atheistic,noun
1463,généralité,generality,noun
1464,orgasme,orgasm,noun
1465,Argot,slang,noun
1466,méduse,jellyfish,noun
1467,méduse,Medusa,noun
1468,Boss,boss,noun
1469,agoniste,agonist,noun
1470,Lyceum,lyceum,noun
1471,prospectus,prospectus,noun
1472,prospectus,leaflet,noun
1473,chantre,Cantor,noun
1474,copieux,rich,noun
1475,démystifier,demystify,verb
1476,démystifier,debunk,verb
1477,accentué,accented,participle
1478,accentué,accentuated,participle
1479,accueil,home,noun
1480,Littleton,Littleton,noun
1481,églefin,haddock,noun
1482,colimaçon,spiral staircase,noun
1483,colimaçon,winding staircase,noun
1484,lauréat,winner,noun
1485,lauréat,laureate,noun
1486,lauréat,award winner,noun
1487,Adobe,adobe,noun
1488,morue,cod,noun
1489,spécimen,specimen,noun
1490,minimiser,minimize,verb
1491,rose,pink,noun
1492,rosé,pink,noun
1493,rosé,pinkish,adjective
1494,Dickinson,Dickinson,noun
1495,CD,CD,noun
1496,guérison,healing,noun
1497,guérison,heal,verb
1498,Raymond,Raymond,noun
1499,déchaîné,raging,adjective
1500,Nikola,Nikola,noun
1501,piétiner,trample,verb
1502,piétiner,stomp,verb
1503,dopamine,dopamine,noun
1504,paie,payroll,noun
1505,théier,tea tree,noun
1506,arriver,arrive,verb
1507,arriver,reach,verb
1508,encourageant,encouraging,adjective
1509,pilleur,looter,noun
1510,blanchiment,laundering,participle
1511,blanchiment,whitening,noun
1512,téléski,ski lift,noun
1513,téléski,ski-lift,noun
1514,Syméon,Simeon,noun
1515,talentueux,talented,adjective
1516,arbuste,shrub,noun
1517,atone,sluggish,adjective
1518,gloire,glory,noun
1519,gloire,praise,verb
1520,Waterloo,Waterloo,noun
1521,intonation,intonation,noun
1522,apostolique,apostolic,adjective
1523,synonyme,synonymous,adjective
1524,ressourcement,rejuvenation,noun
1525,épouse,wife,noun
1526,blâme,blame,noun
1527,panacée,panacea,noun
1528,Brunswick,Brunswick,noun
1529,colique,colic,noun
1530,cormoran,cormorant,noun
1531,viennois,Viennese,noun
1532,maîtrise,master,noun
1533,déodorant,deodorant,noun
1534,temporairement,temporarily,adverb
1535,Orléans,Orleans,noun
1536,corruptible,corruptible,adjective
1537,semence,seed,noun
1538,péage,toll,noun
1539,péage,toll road,verb
1540,Poudrière,powder magazine,noun
1541,Poudrière,powder keg,noun
1542,abducteur,abductor,noun
1543,intimidation,intimidation,noun
1544,Fondation,foundation,noun
1545,dodu,plump,noun
1546,dodu,fat,adjective
1547,incompétent,incompetent,adjective
1548,modificateur,modifier,noun
1549,sécher,dry,verb
1550,sécher,dried,adjective
1551,servant,serving,noun
1552,kaléidoscope,kaleidoscope,noun
1553,totem,totem,noun
1554,totem,totem pole,noun
1555,singapourien,Singaporean,noun
1556,hydrologie,hydrology,noun
1557,plagiat,plagiarism,noun
1558,artilleur,gunner,noun
1559,artilleur,artilleryman,noun
1560,comique,comic,noun
1561,comique,comedy,noun
1562,comique,comical,adjective
1563,couvrir,cover,verb
1564,couvrir,covering,noun
1565,plancher,floor,noun
1566,ami,friend,noun
1567,télécommunication,telecommunication,noun
1568,télécommunication,Telecom,noun
1569,machin,contraption,noun
1570,Orbe,orb,noun
1571,Feinstein,Feinstein,noun
1572,furoncle,boil,noun
1573,endroit,place,noun
1574,anorexie,anorexia,noun
1575,méconnu,unsung,adjective
1576,méconnu,unrecognized,adjective
1577,satisfaire,meet,verb
1578,satisfaire,satisfied,adjective
1579,milligramme,milligram,noun
1580,Sargent,Sargent,noun
1581,interopérabilité,interoperability,noun
1582,forcé,forced,participle
1583,forcé,compulsory,adjective
1584,locus,locus,noun
1585,raffiner,refine,verb
1586,cartilage,cartilage,noun
1587,angoisse,anxiety,noun
1588,angoisse,anguish,noun
1589,angoissé,anguished,adjective
1590,survêtement,tracksuit,noun
1591,populace,populace,noun
1592,populace,mob,noun
1593,Stanley,Stanley,noun
1594,juger,judge,verb
1595,tourbe,peat,noun
1596,jalapeño,jalapeno,noun
1597,boom,boom,noun
1598,résolument,resolutely,adverb
1599,résolument,decidedly,adverb
