,bigram,chi-sq
656,"('she', 'say')",2658.2456972979894
657,"('keep', 'quiet')",2652.3815806423595
658,"('by', 'means')",2650.1863438330033
659,"('little', 'Bo')",2644.8212308461298
660,"('the', 'Nome')",2642.819984615805
661,"('stronger', 'than')",2635.3670877169798
662,"('no', 'harm')",2630.2065631739083
663,"('no', 'attention')",2620.9022338742625
664,"('a', 'good')",2608.7968199962656
665,"('rul', 'by')",2604.000550701005
666,"('back', 'yard')",2603.8056853813437
667,"('when', 'he')",2600.1282598009416
668,"('high', 'wall')",2597.404049447075
669,"('three', 'hundred')",2597.2007303106407
670,"('old', 'colonel')",2591.2011947011833
671,"('little', 'boy')",2582.2708665563764
672,"('wish', 'to')",2572.7464569459544
673,"('his', 'pipe')",2568.3601846369565
674,"('a', 'single')",2560.3676108245004
675,"('then', 'he')",2555.875886267292
676,"('b', ""'"")",2550.9509974965617
677,"('pretty', 'soon')",2543.125163003397
678,"('sort', 'o')",2530.6973107958224
679,"('true', 'agree')",2529.980678377561
680,"('door', 'open')",2509.464495557553
681,"('the', 'water')",2508.7270291640757
682,"('wound', 'up')",2499.08286992977
683,"('deep', 'thought')",2484.2865135790885
684,"('in', 'his')",2483.0486647721195
685,"('first', 'time')",2462.21520793433
686,"('ask', 'Dorothy')",2461.188826700348
687,"('open', 'space')",2459.4098064271534
688,"('some', 'distance')",2457.2765680130665
689,"('stretch', 'out')",2438.7606223915454
690,"('intend', 'to')",2434.1469471700193
691,"('not', 'worry')",2424.159855350698
692,"('well', 'as')",2418.655255405506
693,"('be', 'quite')",2416.3132772331473
694,"('a', 'small')",2413.7588517312606
695,"('emerge', 'from')",2412.3580307522493
696,"('thousand', 'year')",2410.4872517648064
697,"('larger', 'than')",2397.3702434324655
698,"('magic', 'word')",2397.2324862814885
699,"('her', 'husband')",2392.7429986240622
700,"('too', 'much')",2389.127714765201
701,"('gaze', 'upon')",2388.8244238097836
702,"('man', 'who')",2384.9184946013816
703,"('be', 'very')",2380.2938655450826
704,"('make', 'a')",2377.608667363488
705,"('be', 'no')",2375.7396372780704
706,"('even', 'though')",2373.0349826782
707,"('this', 'time')",2368.5894937611747
708,"('Cragg', ""'s"")",2368.0661292305113
709,"('Kansas', 'girl')",2365.4673710704624
710,"('six', 'o')",2364.2987226618707
711,"('sharp', 'point')",2358.4095133614483
712,"('it', 'will')",2352.9969178467277
713,"('happen', 'to')",2350.6886571454256
714,"('just', 'now')",2347.6591808611124
715,"('circle', 'around')",2332.671757353995
716,"('clear', 'water')",2327.839832219577
717,"('who', 'live')",2320.9364345158356
718,"('any', 'sort')",2320.809282518314
719,"('if', 'we')",2320.7700829132255
720,"('we', '’re')",2320.419695862133
721,"('likely', 'to')",2316.821582578045
722,"('father', ""'s"")",2314.595252424744
723,"('any', 'other')",2314.184698269467
724,"('king', '’s')",2313.957132083669
725,"('at', 'home')",2310.343343976963
726,"('for', 'instance')",2307.857413959839
727,"('old', 'friend')",2305.921278687815
728,"('fond', 'of')",2291.361947292781
729,"('very', 'much')",2285.34389113552
730,"('a', 'long')",2279.1678728997094
731,"('step', 'forward')",2278.962751282048
732,"('domain', 'for')",2277.2983718504215
733,"('few', 'day')",2276.884117272727
734,"('great', 'Ak')",2276.2073343930138
735,"('my', 'lord')",2270.4637082058953
736,"('responsible', 'for')",2265.743786797267
737,"('I', 'know')",2260.3106691812145
738,"('will', 'be')",2246.3234693443515
739,"('remind', 'i')",2236.9287533914953
740,"('than', 'ever')",2232.9977903644153
741,"('in', 'front')",2222.402323468878
742,"('to', 'see')",2220.8959563753733
743,"('lay', 'down')",2214.905600812799
744,"('the', 'door')",2206.2319922266056
745,"('wait', 'till')",2202.897583354338
746,"('the', 'prince')",2197.958849227377
747,"('once', 'more')",2192.388999485132
748,"('bent', 'over')",2192.0506668023877
749,"('wait', 'until')",2185.302851204568
750,"('noth', ""'n"")",2178.039067087597
751,"('wonder', 'if')",2174.0870279331752
752,"('when', 'they')",2158.4694720584894
753,"('true', 'enough')",2153.6490394380685
754,"('pair', 'of')",2151.725173905676
755,"('any', 'rate')",2149.7343463197285
756,"('in', 'order')",2149.4911147243133
757,"('say', 'the')",2146.808430528497
758,"('hollow', 'tree')",2145.3501725704914
759,"('big', 'enough')",2140.554714937342
760,"('place', 'where')",2126.2456755884896
761,"('to', 'morrow')",2107.4412649065935
762,"('than', 'any')",2104.593192177076
763,"('come', 'from')",2097.448851941079
764,"('glar', 'at')",2085.46172253079
765,"('depend', 'on')",2069.801739642631
766,"('at', 'length')",2062.1682013130517
767,"('say', 'button')",2059.2170620630545
768,"('to', 'keep')",2054.336850828655
769,"('my', 'father')",2049.8071925509644
770,"('they', 'have')",2020.3019494738116
771,"('the', 'Ork')",2019.8946862030318
772,"('acquaint', 'with')",2018.1194542450316
773,"('mile', 'away')",2014.9418055342435
774,"('just', 'then')",2013.4319972534588
775,"('by', 'the')",2011.2674924218686
776,"('take', 'off')",2003.8491296194395
777,"('over', 'the')",1990.2736735483493
778,"('spread', 'out')",1988.8917533042343
779,"('his', 'arm')",1988.820762559776
780,"('the', 'child')",1987.3234559057476
781,"('can', 'see')",1984.9954282197764
782,"('four', 'hour')",1978.2506725631276
783,"('good', 'morning')",1975.7709840126195
784,"('much', 'interest')",1973.9115462269647
785,"('next', 'day')",1966.0526963178174
786,"('some', 'time')",1965.1562651936151
787,"('comin', ""'"")",1962.1564234208045
788,"('', 'Will')",1944.7333768582469
789,"('tall', 'tree')",1943.1253598851845
790,"('left', 'ear')",1942.6165112015697
791,"('their', 'journey')",1940.882237642153
792,"('of', 'Twi')",1940.7244948338073
793,"('have', 'ever')",1936.013981213583
794,"('no', 'further')",1930.5917523017522
795,"(""'r"", ""'"")",1930.1978635721161
796,"('depend', 'upon')",1924.27233258744
797,"('three', 'fish')",1920.7056869626167
798,"('insist', 'on')",1915.9628686832068
799,"('or', 'twice')",1912.349549615113
800,"('girl', 'Ruler')",1908.8469644129568
801,"('t', ""'"")",1900.4279534225236
802,"('a', 'big')",1887.5745340413782
803,"('notice', 'that')",1876.522117220991
804,"('I', 'must')",1875.532528499473
805,"('pay', 'no')",1868.7029955948713
806,"(""'"", 'dad')",1865.0566011701553
807,"('fact', 'that')",1863.5419293240604
808,"('the', 'sea')",1860.1403191940863
809,"('realize', 'that')",1850.584011848941
810,"('tell', 'you')",1850.4478844194293
811,"('sailor', 'man')",1822.293981191764
812,"('home', 'again')",1815.0513764639825
813,"('so', 'many')",1814.7508302247852
814,"('we', 'be')",1814.5957866225124
815,"('dreadful', 'creature')",1809.6326666705825
816,"('no', 'idea')",1807.851989052641
817,"('use', 'to')",1804.129527817982
818,"('small', 'piece')",1802.2809996678766
819,"('glad', 'to')",1799.7791370742448
820,"('wonder', 'why')",1796.0682708554061
821,"('which', 'be')",1795.9953882909201
822,"('what', 'do')",1790.9358800182392
823,"('fall', 'upon')",1788.767468922696
824,"('the', 'palace')",1784.001461279976
825,"('be', 'afray')",1778.8869065872552
826,"('when', 'she')",1776.4951812708082
827,"('to', 'make')",1770.6233136431679
828,"('in', 'this')",1769.8354830198152
829,"('have', 'be')",1765.2833987353915
830,"('mrs', 'Jones')",1765.26475023462
831,"('can', 'scarcely')",1762.3147226947776
832,"('her', 'arm')",1760.2700224467387
833,"('for', 'a')",1759.9933449704183
834,"('turn', 'to')",1751.5985214784594
835,"('mornin', ""'"")",1746.9946182431245
836,"('of', 'his')",1745.883088411089
837,"('her', 'hand')",1741.6927937386124
838,"('middle', 'of')",1737.6518462961192
839,"('as', 'she')",1736.7493380169633
840,"('her', 'lap')",1735.134553971011
841,"('she', 'ask')",1731.0186466546156
842,"('sorry', 'for')",1729.335111429367
843,"('look', 'like')",1729.1020208484997
844,"('every', 'minute')",1722.1674149144792
845,"('go', 'out')",1717.1657180731056
846,"('its', 'head')",1712.9659672398418
847,"('to', 'escape')",1710.9640679716945
848,"('knew', 'nothing')",1710.079334863624
849,"('upon', 'his')",1710.0659699229655
850,"('strange', 'creature')",1707.3483210043235
851,"('every', 'one')",1706.9153719736107
852,"('of', 'Pingaree')",1703.8939342749154
853,"('must', 'admit')",1701.933674580885
854,"('plunge', 'into')",1699.7657597880127
855,"('whatever', 'happen')",1696.0660351358151
856,"(""'It"", ""'s"")",1694.8344229024476
857,"('the', 'earth')",1681.618761126841
858,"('his', 'eyes')",1677.7772069963303
859,"('interest', 'in')",1676.2702046526813
860,"('the', 'old')",1675.295018538051
861,"('associate', 'with')",1667.5244075100027
862,"('without', 'any')",1663.6897650953688
863,"('room', 'where')",1659.9399005666287
864,"('of', 'Ev')",1657.6537772765046
865,"('his', 'ear')",1654.8323833267486
866,"('my', 'duty')",1653.8642497135108
867,"('any', 'event')",1651.5303065659334
868,"('less', 'than')",1647.5994264326337
869,"('rang', 'out')",1646.6255826834174
870,"('a', 'fine')",1645.8639559175679
871,"('care', 'for')",1643.1607502145625
872,"('far', 'above')",1642.8352781113101
873,"('see', 'what')",1642.783341203235
874,"('great', 'book')",1639.425151546295
875,"('most', 'curious')",1634.1548514303747
876,"('a', 'dozen')",1631.6885768062298
877,"('fall', 'into')",1630.2261285687318
878,"('the', 'royal')",1629.3566521802802
879,"('to', 'the')",1625.3217955505977
880,"('his', 'shoulder')",1620.730354148839
881,"('catch', 'sight')",1619.9989505522317
882,"('own', 'age')",1617.5848773200785
883,"('grow', 'dark')",1612.6018967235968
884,"('at', 'Elmhurst')",1611.12926214605
885,"('may', 'be')",1610.751531646296
886,"('search', 'for')",1606.8926615231626
887,"('the', 'queen')",1604.9653719448027
888,"('good', 'nature')",1597.2082743228098
889,"('from', 'his')",1596.4418140051316
890,"('be', 'sorry')",1592.6569746340485
891,"('fairy', 'power')",1592.1118684823023
892,"('laugh', 'at')",1586.9579367112647
893,"('cry', 'Dorothy')",1581.1645895007243
894,"('very', 'good')",1580.7711817893976
895,"('escape', 'from')",1580.4489033433097
896,"('none', 'of')",1569.5897849981818
897,"('full', 'of')",1568.2050305767461
898,"('never', 'see')",1565.6361846741393
899,"('any', 'more')",1561.3756951991331
900,"('their', 'head')",1561.0043327072242
901,"('attention', 'to')",1560.7591191923748
902,"('climb', 'up')",1558.1701022694238
903,"('say', 'Trot')",1558.003776503424
904,"('this', 'morning')",1557.0979340069791
905,"('I', 'wonder')",1556.898500789695
906,"('fox', 'head')",1551.7727885127554
907,"('P', ""'"")",1551.2909771633765
908,"('seven', 'year')",1550.7045166910448
909,"('will', 'probably')",1545.4617414533332
910,"('fall', 'off')",1544.7870948387983
911,"('the', 'house')",1542.1583677904857
912,"('stuffe', 'with')",1539.902535373826
913,"('exclaim', 'Dorothy')",1539.2608067707204
914,"('arm', 'around')",1537.5751547333969
915,"('engage', 'in')",1533.211619641144
916,"('jum', 'up')",1531.6224725690033
917,"('gather', 'around')",1530.9264562574149
918,"('kind', 'heart')",1525.3307989446062
919,"('the', 'next')",1524.1828540538002
920,"('a', 'large')",1511.464966042985
921,"('across', 'the')",1504.5648123847825
922,"('short', 'time')",1499.6729255265882
923,"('more', 'powerful')",1495.359660055501
924,"('assure', 'you')",1494.1250967790793
925,"(""'"", 'ap')",1493.665089668929
926,"('bein', ""'"")",1493.665089668929
927,"('somethin', ""'"")",1493.665089668929
928,"('how', 'long')",1491.591793629539
929,"('never', 'se')",1491.0343580625238
930,"('well', 'pleased')",1490.9580150502904
931,"('be', 'oblige')",1490.847162872873
932,"('dance', 'around')",1488.1395259791423
933,"('my', 'reader')",1486.8287784293323
934,"(""'"", 'fray')",1485.6302937358216
935,"('arrive', 'at')",1480.9166181895514
936,"('stood', 'beside')",1475.5266031702106
937,"('very', 'clever')",1471.711609491573
938,"('have', 'forgote')",1470.3012943036267
939,"('take', 'possession')",1468.4557305273622
940,"('his', 'face')",1465.9979210131162
941,"('the', 'top')",1465.3792521709245
942,"('down', 'below')",1463.957429767613
943,"('one', 'side')",1456.9472995451354
944,"('turn', 'away')",1453.4275505243063
945,"('walk', 'slowly')",1451.447708278667
946,"('this', 'statement')",1451.3921798053764
947,"('the', 'first')",1448.9166809311164
948,"('have', 'got')",1448.5642790592183
949,"('the', 'sun')",1447.292169975057
950,"('will', 'like')",1444.779064978563
951,"('the', 'center')",1444.5466938942773
952,"('not', 'care')",1442.3776288010095
953,"('get', 'along')",1441.898850048801
954,"('Alora', ""'s"")",1441.3938362705258
955,"('little', 'maid')",1441.3836376236968
956,"('sprang', 'up')",1429.6671569779273
957,"('man', ""'s"")",1428.8901348328698
958,"('Munchkin', 'boy')",1423.8573474120476
959,"('attempt', 'to')",1422.362661746952
960,"('be', 'true')",1420.5360242855502
961,"('how', 'do')",1418.0332834365397
962,"('liable', 'to')",1413.9023533182665
963,"('sweet', 'voice')",1412.8616332126023
964,"('Oh', 'number')",1412.5763891845163
965,"(""'s"", 'face')",1411.894490674732
966,"('so', 'far')",1410.6878910524033
967,"('every', 'day')",1410.4302405261196
968,"('wagge', 'his')",1403.130795364359
969,"('he', 'be')",1402.760913112145
970,"('each', 'side')",1401.249080953923
971,"('I', 'assure')",1401.0397697477365
972,"('remember', 'that')",1400.6524008481897
973,"('settle', 'down')",1400.2415936572197
974,"('I', 'beg')",1396.3506265820656
975,"('any', 'longer')",1388.168342436854
976,"('go', 'on')",1387.360525906323
977,"('same', 'way')",1387.186623794681
978,"('bottom', 'of')",1386.3685436676067
979,"('well', 'known')",1382.0938515489947
980,"('flat', 'upon')",1377.8801962442387
981,"('into', 'a')",1376.217234874557
982,"('long', 'journey')",1375.7488419909382
983,"('right', 'hand')",1375.427456629319
984,"('with', 'his')",1374.71053299122
985,"('people', 'who')",1373.2998221829284
986,"(""'"", 'rap')",1367.3858401150114
987,"('the', 'wall')",1367.1747710393092
988,"('indulge', 'in')",1367.0911917494714
989,"('group', 'of')",1365.006786812569
990,"('we', 'may')",1361.4104485469352
991,"('twenty', 'year')",1357.7414835875975
992,"('it', '')",1355.7790862516954
993,"('or', 'even')",1355.6388657213956
994,"('shake', 'his')",1354.6039263457421
995,"('know', 'that')",1353.7047118422727
996,"('his', 'companion')",1351.9499234770942
997,"('the', 'edge')",1349.7906324883281
998,"(""'"", 'pose')",1349.4890304281585
999,"('he', 'can')",1340.579003991592
1000,"('that', 'be')",1335.9098246892395
1001,"('get', 'lost')",1334.8572137309054
1002,"('roll', 'over')",1332.5597993463423
1003,"('as', 'he')",1332.0839231813588
1004,"('accustom', 'to')",1329.7846420161359
1005,"('on', 'his')",1326.7522636954882
1006,"('so', 'that')",1324.4465952696694
1007,"('you', '')",1324.172121524797
1008,"('the', 'most')",1320.520972984416
1009,"('of', 'Rego')",1317.3096285284769
1010,"('as', 'usual')",1313.4226346167688
1011,"('so', 'long')",1310.5959228124084
1012,"('most', 'powerful')",1308.4158396253388
1013,"('reply', 'the')",1306.4878081216978
1014,"('all', 'sort')",1305.9789582541712
1015,"('long', 'enough')",1303.6708495121045
1016,"('of', 'Spor')",1303.4840549554451
1017,"('be', 'too')",1303.229028275851
1018,"('toward', 'the')",1302.5290714767777
1019,"('be', 'unable')",1297.951446764127
1020,"('sooner', 'or')",1293.7084882432355
1021,"('get', 'into')",1289.5539711473325
1022,"('have', 'become')",1287.870460338885
1023,"('my', 'lad')",1287.855386234471
1024,"('to', 'sleep')",1285.1093791020157
1025,"('far', 'off')",1282.1431388881388
1026,"('said', 'Trot')",1280.7446579982577
1027,"('to', 'meet')",1277.977594922887
1028,"('year', 'old')",1275.053892127602
1029,"('ever', 'see')",1273.7877667103592
1030,"('all', 'the')",1271.1025055182267
1031,"('belong', 'to')",1270.8247770777443
1032,"('the', 'Frogman')",1270.3039415249216
1033,"('scatter', 'about')",1270.0752123448274
1034,"('prepare', 'for')",1269.350712642884
1035,"('put', 'on')",1264.8150748086507
1036,"('any', 'attention')",1264.1052030284832
1037,"('the', 'Sawhorse')",1263.1955085406535
1038,"('why', 'shall')",1263.028990484991
1039,"('she', 'knew')",1258.4547869832966
1040,"('a', 'sudden')",1256.2644697459075
1041,"('Louise', 'Merrick')",1255.8670820360865
1042,"('come', 'out')",1253.843576431343
1043,"('advize', 'you')",1249.6525033359123
1044,"('his', 'father')",1249.2421072769946
1045,"('interfer', 'with')",1249.0231515730704
1046,"('the', 'glass')",1247.791887018013
1047,"('strange', 'sight')",1247.2165039317633
1048,"('and', 'and')",1246.4186778997077
1049,"('ask', 'button')",1243.1329962790726
1050,"('five', 'year')",1242.772994730371
1051,"('sat', 'up')",1241.9358864345447
1052,"('no', 'use')",1241.0829515800842
1053,"('must', 'be')",1240.9155869781614
1054,"('then', 'she')",1239.8290091402898
1055,"('tell', 'us')",1239.3615499482084
1056,"('the', 'whole')",1238.6407966473714
1057,"('old', 'Nome')",1238.119475383229
1058,"('help', 'us')",1234.6944091269022
1059,"('why', 'do')",1233.6285689972142
1060,"('the', 'bottom')",1231.0227716576114
1061,"('new', 'friend')",1226.2244243209498
1062,"('rubb', 'his')",1222.036419013854
1063,"('be', 'be')",1220.2801463459402
1064,"('arme', 'with')",1216.6816244764111
1065,"('jump', 'up')",1209.3958660668106
1066,"('she', 'be')",1205.7345447987298
1067,"('that', 'he')",1203.6189250489701
1068,"('his', 'granddaughter')",1203.0584918387942
1069,"('must', 'have')",1202.2760550585087
1070,"('the', 'great')",1202.271128769733
1071,"('have', 'liv')",1201.484087455114
1072,"('a', 'new')",1199.6012664504742
1073,"('the', 'street')",1199.0906840410764
