,word,local_word,pos,examples,local_examples,examples_and_definitions
256,break up,сорвать,verb,empty_cell,empty_cell,foil | disrupt | thwart | derail | tear | sabotage | jeopardize | frustrate | break up | 
257,break up,расстаться,verb,empty_cell,empty_cell,part | break up | split up | 
258,break down,сломаться,verb,empty_cell,empty_cell,break | snap | crash | 
259,break down,разрушить,verb,empty_cell,empty_cell,destroy | demolish | ruin | destroy | break | shatter | damage | disrupt | 
260,break down,ломаться,verb,to break down a lot|,часто ломаться | ,to break down a lot|break | 
261,break down,сломать,verb,empty_cell,empty_cell,break | bring down | fracture | crack | break | 
262,break down,разбивать,verb,empty_cell,empty_cell,split | break | categorize | 
263,break down,разрушаться,verb,empty_cell,empty_cell,collapse | erode | break up | destroy | destroy | melt | 
264,break down,нарушаться,verb,empty_cell,empty_cell,violate | disturb | 
265,break down,развеять,verb,empty_cell,empty_cell,dispel | allay | 
266,break down,разрушать,verb,empty_cell,empty_cell,destroy | destroy | break | ruin | disrupt | erode | dismantle | demolish | 
267,break off,разорвать,verb,empty_cell,empty_cell,break | tear | sever | disconnect | tore apart | cut off | tear up | sever | 
268,break off,отламываться,verb,empty_cell,empty_cell,empty_cell
269,break off,замолчать,verb,empty_cell,empty_cell,silence | pause | 
270,break off,сорваться,verb,empty_cell,empty_cell,empty_cell
271,break off,прервать,verb,empty_cell,empty_cell,interrupt | break | terminate | disrupt | abort | discontinue | cancel | disconnect | counter | 
272,break off,разрывать,verb,empty_cell,empty_cell,tear up | tear | 
273,break off,прерываться,verb,empty_cell,empty_cell,interrupt | 
274,break out,разразиться,verb,empty_cell,empty_cell,erupt | strike | burst | hit | 
275,break out,вспыхнуть,verb,empty_cell,empty_cell,erupt | flush | flare up | blaze up | flush crimson | spark | light up | flare | 
276,break out,начаться,verb,empty_cell,empty_cell,begin | start | start | erupt | take place | commence | usher | 
277,break out,разгореться,verb,empty_cell,empty_cell,rekindle | flare | 
278,break out,вырваться,verb,empty_cell,empty_cell,break free | dash | 
279,break out,прорваться,verb,empty_cell,empty_cell,break | break through | burst | break in | burst forth | 
280,mother,матерь,noun,single mother|young mother|surrogate mother|poor mother|,Одинокая мать | молодая мать | суррогатной матерью | бедная мать | ,single mother|young mother|surrogate mother|poor mother|mom | 
281,mother,материя,noun,Mother Divine|God Mother|mothers of the dead|,Матери Божьей | божьей матери | матери погибших | ,Mother Divine|God Mother|mothers of the dead|matter | mom | 
282,mother,мама,noun,doting mother|ideal mother|,заботливая мама | идеальная мама | ,doting mother|ideal mother|mom | mum | mama | mommy | 
283,start,начало,noun,good start|fresh start|tournament's start|course start|,хорошее начало | новое начало | начала турнира | начала курса | ,good start|fresh start|tournament's start|course start|beginning | launch | onset | origin | outbreak | 
284,start,старт,noun,slow start|quick start|Joyful starts|official start|,медленный старт | быстрый старт | Веселые старты | официальный старт | ,slow start|quick start|Joyful starts|official start|launch | start-up | launching | findings | 
285,start,запуск,noun,remote start|Web Start|first start|first start of the program|,дистанционный запуск | сетевой запуск | первый запуск | первого запуска программы | ,remote start|Web Start|first start|first start of the program|launch | start-up | run | execution | starting | deployment | 
286,start,пуск,noun,empty_cell,empty_cell,launch | start-up | firing | launching | starting | start button | 
287,start,договор СНВ,noun,empty_cell,empty_cell,empty_cell
288,start,начать,verb,to start the game|to start now|to start a public campaign|to start a business|,начать игру | начать сейчас | начать общественную кампанию | начать свой бизнес | ,to start the game|to start now|to start a public campaign|to start a business|begin | launch | initiate | open | 
289,start,начинать,verb,to start a bilateral confrontation|to start one's own business effectively|to start beneath the baseline|to start this year|,начинать двустороннюю конфронтацию | начинать собственный бизнес | начинать ниже исходного уровня | начинать с этого года | ,to start a bilateral confrontation|to start one's own business effectively|to start beneath the baseline|to start this year|begin | launch | initiate | commence | 
290,start,начинаться,verb,to start here|,начинаться здесь | ,to start here|begin | 
291,start,стать,verb,empty_cell,empty_cell,become | begin | become | be | get | make | come | 
292,start,начаться,verb,empty_cell,empty_cell,begin | break out | erupt | take place | commence | usher | 
293,start,запустить,verb,to start the installation process|to start your browser|,запустить процесс установки | запустить браузер | ,to start the installation process|to start your browser|launch | run | execute | trigger | run | 
